names,word1,word2,Results_Google,Number_Hits_Google
Hygrophorus hyacinthinus,Hygrophorus,hyacinthinus,"Aproximadamente 7.270 resultados (0,41 segundos) ",7270.0
Hygrophorus hypothejus,Hygrophorus,hypothejus,"Aproximadamente 35.600 resultados (0,34 segundos) ",35600.0
Hygrophorus latitabundus,Hygrophorus,latitabundus,"Aproximadamente 11.600 resultados (0,36 segundos) ",11600.0
Hygrophorus lindtneri,Hygrophorus,lindtneri,"Aproximadamente 14.800 resultados (0,43 segundos) ",14800.0
Hygrophorus lucorum,Hygrophorus,lucorum,"Aproximadamente 41.100 resultados (0,32 segundos) ",41100.0
Hygrophorus marzuolus,Hygrophorus,marzuolus,"Aproximadamente 23.500 resultados (0,35 segundos) ",23500.0
Hygrophorus melizeus,Hygrophorus,melizeus,"Aproximadamente 3.400 resultados (0,35 segundos) ",3400.0
Hygrophorus nemoreus,Hygrophorus,nemoreus,"Aproximadamente 13.600 resultados (0,40 segundos) ",13600.0
Hygrophorus olivaceoalbus,Hygrophorus,olivaceoalbus,"Aproximadamente 30.100 resultados (0,38 segundos) ",30100.0
Hygrophorus penarius,Hygrophorus,penarius,"Aproximadamente 16.300 resultados (0,57 segundos) ",16300.0
Hygrophorus persoonii,Hygrophorus,persoonii,"Aproximadamente 14.900 resultados (0,33 segundos) ",14900.0
Hygrophorus poetarum,Hygrophorus,poetarum,"Aproximadamente 22.100 resultados (0,43 segundos) ",22100.0
Hygrophorus pseudodiscoideus,Hygrophorus,pseudodiscoideus,"Aproximadamente 3.140 resultados (0,44 segundos) ",3140.0
Hygrophorus pudorinus,Hygrophorus,pudorinus,"Aproximadamente 14.300 resultados (0,34 segundos) ",14300.0
Hygrophorus roseodiscoideus,Hygrophorus,roseodiscoideus,"Aproximadamente 3.950 resultados (0,34 segundos) ",3950.0
Hygrophorus russula,Hygrophorus,russula,"Aproximadamente 184.000 resultados (0,34 segundos) ",184000.0
Hygrophorus speciosus,Hygrophorus,speciosus,"Aproximadamente 63.300 resultados (0,38 segundos) ",63300.0
Hygrophorus tephroleucus,Hygrophorus,tephroleucus,"Aproximadamente 14.000 resultados (0,44 segundos) ",14000.0
Hymenochaete cinnamomea,Hymenochaete,cinnamomea,"Aproximadamente 68.700 resultados (0,38 segundos) ",68700.0
Hymenochaete rubiginosa,Hymenochaete,rubiginosa,"Aproximadamente 70.100 resultados (0,29 segundos) ",70100.0
Hymenochaete tabacina,Hymenochaete,tabacina,"Aproximadamente 64.500 resultados (0,39 segundos) ",64500.0
Hymenogaster griseus,Hymenogaster,griseus,"Aproximadamente 4.160 resultados (0,45 segundos) ",4160.0
Hymenogaster luteus,Hymenogaster,luteus,"Aproximadamente 7.430 resultados (0,38 segundos) ",7430.0
Hymenogaster olivaceus,Hymenogaster,olivaceus,"Aproximadamente 4.970 resultados (0,34 segundos) ",4970.0
Hymenogaster populetorum,Hymenogaster,populetorum,"Aproximadamente 2.420 resultados (0,44 segundos) ",2420.0
Hymenogaster thwaitesii,Hymenogaster,thwaitesii,"Aproximadamente 2.520 resultados (0,36 segundos) ",2520.0
Hymenoscyphus calyculus,Hymenoscyphus,calyculus,"Aproximadamente 11.900 resultados (0,42 segundos) ",11900.0
Hymenoscyphus conscriptum,Hymenoscyphus,conscriptum,"Aproximadamente 1.500 resultados (0,41 segundos) ",1500.0
Hymenoscyphus fructigenus,Hymenoscyphus,fructigenus,"Aproximadamente 21.500 resultados (0,45 segundos) ",21500.0
Hymenoscyphus immutabilis,Hymenoscyphus,immutabilis,"Aproximadamente 2.660 resultados (0,42 segundos) ",2660.0
Hymenoscyphus monticola,Hymenoscyphus,monticola,"Aproximadamente 6.760 resultados (0,46 segundos) ",6760.0
Hymenoscyphus serotinus,Hymenoscyphus,serotinus,"Aproximadamente 24.400 resultados (0,33 segundos) ",24400.0
Hymenostilbe muscaria,Hymenostilbe,muscaria,"Aproximadamente 6.580 resultados (0,44 segundos) ",6580.0
Hypholoma capnoides,Hypholoma,capnoides,"Aproximadamente 54.300 resultados (0,54 segundos) ",54300.0
Hypholoma fasciculare,Hypholoma,fasciculare,"Aproximadamente 163.000 resultados (0,40 segundos) ",163000.0
Hypholoma lateritium,Hypholoma,lateritium,"Aproximadamente 117.000 resultados (0,44 segundos) ",117000.0
Hypholoma marginatum,Hypholoma,marginatum,"Aproximadamente 20.300 resultados (0,38 segundos) ",20300.0
Hypholoma radicosum,Hypholoma,radicosum,"Aproximadamente 14.500 resultados (0,40 segundos) ",14500.0
Hypholoma sublateritium,Hypholoma,sublateritium,"Aproximadamente 41.100 resultados (0,35 segundos) ",41100.0
Hypomyces lateritius,Hypomyces,lateritius,"Aproximadamente 19.100 resultados (0,41 segundos) ",19100.0
Hypoxylon cohaerens,Hypoxylon,cohaerens,"Aproximadamente 37.700 resultados (0,32 segundos) ",37700.0
Hypoxylon fragiforme,Hypoxylon,fragiforme,"Aproximadamente 54.700 resultados (0,35 segundos) ",54700.0
Hypoxylon fuscum,Hypoxylon,fuscum,"Aproximadamente 65.500 resultados (0,33 segundos) ",65500.0
Hypoxylon multiforme,Hypoxylon,multiforme,"Aproximadamente 42.500 resultados (0,38 segundos) ",42500.0
Hypoxylon rutilum,Hypoxylon,rutilum,"Aproximadamente 13.000 resultados (0,34 segundos) ",13000.0
Hypsizygus marmoreus,Hypsizygus,marmoreus,"Aproximadamente 96.500 resultados (0,56 segundos) ",96500.0
Hypsizygus tessellatus,Hypsizygus,tessellatus,"Aproximadamente 258.000 resultados (0,70 segundos) ",258000.0
Hypsizygus tessulatus,Hypsizygus,tessulatus,"Aproximadamente 20.800 resultados (0,69 segundos) ",20800.0
Hypsizygus ulmarius,Hypsizygus,ulmarius,"Aproximadamente 53.500 resultados (0,41 segundos) ",53500.0
Hysterangium clathroides,Hysterangium,clathroides,"Aproximadamente 5.120 resultados (0,41 segundos) ",5120.0
Hysterangium inflatum,Hysterangium,inflatum,"Aproximadamente 2.910 resultados (0,39 segundos) ",2910.0
Imleria badia,Imleria,badia,"Aproximadamente 219.000 resultados (0,45 segundos) ",219000.0
Imperator luteocupreus,Imperator,luteocupreus,"Aproximadamente 3.420 resultados (0,41 segundos) ",3420.0
Imperator rhodopurpureus,Imperator,rhodopurpureus,"Aproximadamente 7.730 resultados (0,40 segundos) ",7730.0
Imperator torosus,Imperator,torosus,"Aproximadamente 153.000 resultados (0,42 segundos) ",153000.0
Infundibulicybe geotropa,Infundibulicybe,geotropa,"Aproximadamente 16.400 resultados (0,35 segundos) ",16400.0
Infundibulicybe gibba,Infundibulicybe,gibba,"Aproximadamente 18.600 resultados (0,49 segundos) ",18600.0
Inocybe asterospora,Inocybe,asterospora,"Aproximadamente 115.000 resultados (0,58 segundos) ",115000.0
Inocybe aurantiobrunnea,Inocybe,aurantiobrunnea,"Aproximadamente 1.190 resultados (0,43 segundos) ",1190.0
Inocybe calamistrata,Inocybe,calamistrata,"Aproximadamente 17.800 resultados (0,40 segundos) ",17800.0
Inocybe cookei,Inocybe,cookei,"Aproximadamente 19.600 resultados (0,39 segundos) ",19600.0
Inocybe erubescens,Inocybe,erubescens,"Aproximadamente 102.000 resultados (0,46 segundos) ",102000.0
Inocybe fibrosa,Inocybe,fibrosa,"Aproximadamente 16.700 resultados (0,39 segundos) ",16700.0
Inocybe flocculosa,Inocybe,flocculosa,"Aproximadamente 14.500 resultados (0,38 segundos) ",14500.0
Inocybe fraudans,Inocybe,fraudans,"Aproximadamente 14.500 resultados (0,63 segundos) ",14500.0
Inocybe friesii,Inocybe,friesii,"Aproximadamente 27.700 resultados (0,32 segundos) ",27700.0
Inocybe fuscidula,Inocybe,fuscidula,"Aproximadamente 8.910 resultados (0,32 segundos) ",8910.0
Inocybe geophylla,Inocybe,geophylla,"Aproximadamente 66.400 resultados (0,39 segundos) ",66400.0
Inocybe godeyi,Inocybe,godeyi,"Aproximadamente 11.800 resultados (0,47 segundos) ",11800.0
Inocybe hystrix,Inocybe,hystrix,"Aproximadamente 65.300 resultados (0,35 segundos) ",65300.0
Inocybe impexa,Inocybe,impexa,"Aproximadamente 5.710 resultados (0,45 segundos) ",5710.0
Inocybe jurana,Inocybe,jurana,"Aproximadamente 6.480 resultados (0,37 segundos) ",6480.0
Inocybe lacera,Inocybe,lacera,"Aproximadamente 79.000 resultados (0,50 segundos) ",79000.0
Inocybe maculata,Inocybe,maculata,"Aproximadamente 88.100 resultados (0,36 segundos) ",88100.0
Inocybe patouillardii  ,Inocybe,patouillardii,"Aproximadamente 80.100 resultados (0,36 segundos) ",80100.0
Inocybe pelargonium,Inocybe,pelargonium,"Aproximadamente 18.700 resultados (0,37 segundos) ",18700.0
Inocybe posterula,Inocybe,posterula,"Aproximadamente 5.000 resultados (0,38 segundos) ",5000.0
Inocybe praetervisa,Inocybe,praetervisa,"Aproximadamente 15.000 resultados (0,39 segundos) ",15000.0
Inocybe pudica,Inocybe,pudica,"Aproximadamente 35.900 resultados (0,42 segundos) ",35900.0
Inocybe queletii,Inocybe,queletii,"Aproximadamente 41.000 resultados (0,44 segundos) ",41000.0
Inocybe rimosa,Inocybe,rimosa,"Aproximadamente 67.600 resultados (0,31 segundos) ",67600.0
Inocybe sambucina,Inocybe,sambucina,"Aproximadamente 7.250 resultados (0,44 segundos) ",7250.0
Inocybe sindonia,Inocybe,sindonia,"Aproximadamente 13.800 resultados (0,49 segundos) ",13800.0
Inocybe sp,Inocybe,sp,"Aproximadamente 205.000 resultados (0,37 segundos) ",205000.0
Inocybe squamata,Inocybe,squamata,"Aproximadamente 66.500 resultados (0,60 segundos) ",66500.0
Inocybe umbrina,Inocybe,umbrina,"Aproximadamente 12.700 resultados (0,35 segundos) ",12700.0
Inocybe vulpinella,Inocybe,vulpinella,"Aproximadamente 5.270 resultados (0,41 segundos) ",5270.0
Inonotus dryadeus,Inonotus,dryadeus,"Aproximadamente 20.200 resultados (0,33 segundos) ",20200.0
Inonotus hispidus,Inonotus,hispidus,"Aproximadamente 83.000 resultados (0,34 segundos) ",83000.0
Inonotus rheades,Inonotus,rheades,"Aproximadamente 16.200 resultados (0,42 segundos) ",16200.0
Inonotus tamaricis,Inonotus,tamaricis,"Aproximadamente 6.200 resultados (0,39 segundos) ",6200.0
Iodophanus testaceus,Iodophanus,testaceus,"Aproximadamente 2.800 resultados (0,35 segundos) ",2800.0
Ischnoderma benzoinum,Ischnoderma,benzoinum,"Aproximadamente 29.400 resultados (0,36 segundos) ",29400.0
Kalaharituber pfeilii,Kalaharituber,pfeilii,"Aproximadamente 3.710 resultados (0,52 segundos) ",3710.0
Kallistoskypha incarnata,Kallistoskypha,incarnata,"Aproximadamente 961 resultados (0,27 segundos) ",0.0
Kretzschmaria deusta,Kretzschmaria,deusta,"Aproximadamente 85.500 resultados (0,36 segundos) ",85500.0
Kuehneromyce mutabilis,Kuehneromyce,mutabilis,"Aproximadamente 71.800 resultados (0,45 segundos) ",71800.0
Kuehneromyces  mutabilis,Kuehneromyces,mutabilis,"Aproximadamente 71.800 resultados (0,25 segundos) ",71800.0
Labyrinthomyces donkii,Labyrinthomyces,donkii,"Aproximadamente 1.610 resultados (0,39 segundos) ",1610.0
Laccaria affinis,Laccaria,affinis,"Aproximadamente 89.500 resultados (0,35 segundos) ",89500.0
Laccaria altaica,Laccaria,altaica,"Aproximadamente 14.600 resultados (0,39 segundos) ",14600.0
Laccaria amethystina,Laccaria,amethystina,"Aproximadamente 154.000 resultados (0,38 segundos) ",154000.0
Laccaria bicolor,Laccaria,bicolor,"Aproximadamente 136.000 resultados (0,72 segundos) ",136000.0
Laccaria farinacea,Laccaria,farinacea,"Aproximadamente 16.400 resultados (0,34 segundos) ",16400.0
Laccaria fraterna,Laccaria,fraterna,"Aproximadamente 19.800 resultados (0,59 segundos) ",19800.0
Laccaria laccata,Laccaria,laccata,"Aproximadamente 128.000 resultados (0,41 segundos) ",128000.0
Laccaria montana,Laccaria,montana,"Aproximadamente 75.000 resultados (0,41 segundos) ",75000.0
Laccaria proxima,Laccaria,proxima,"Aproximadamente 111.000 resultados (0,35 segundos) ",111000.0
Laccaria tortilis,Laccaria,tortilis,"Aproximadamente 37.300 resultados (0,36 segundos) ",37300.0
Lachnellula subtilissima,Lachnellula,subtilissima,"Aproximadamente 86.300 resultados (0,44 segundos) ",86300.0
Lachnum cerinum,Lachnum,cerinum,"Aproximadamente 6.520 resultados (0,33 segundos) ",6520.0
Lachnum mollissimus,Lachnum,mollissimus,"Aproximadamente 2.240 resultados (0,39 segundos) ",2240.0
Lachnum niveus,Lachnum,niveus,"Aproximadamente 4.220 resultados (0,37 segundos) ",4220.0
Lachnum sulphureum,Lachnum,sulphureum,"Aproximadamente 11.400 resultados (0,45 segundos) ",11400.0
Lachnum virgineum,Lachnum,virgineum,"Aproximadamente 18.200 resultados (0,65 segundos) ",18200.0
Lacrymaria lacrymabunda,Lacrymaria,lacrymabunda,"Aproximadamente 22.100 resultados (0,38 segundos) ",22100.0
Lactarius,Lactarius,,"Aproximadamente 328.000 resultados (0,65 segundos) ",328000.0
Lactarius acerrimus,Lactarius,acerrimus,"Aproximadamente 21.700 resultados (0,40 segundos) ",21700.0
Lactarius acris,Lactarius,acris,"Aproximadamente 36.700 resultados (0,48 segundos) ",36700.0
Lactarius aquizonatus,Lactarius,aquizonatus,"Aproximadamente 7.940 resultados (0,64 segundos) ",7940.0
Lactarius atlanticus,Lactarius,atlanticus,"Aproximadamente 78.800 resultados (0,40 segundos) ",78800.0
Lactarius aurantiacus,Lactarius,aurantiacus,"Aproximadamente 76.700 resultados (0,37 segundos) ",76700.0
Lactarius azonites,Lactarius,azonites,"Aproximadamente 10.200 resultados (0,34 segundos) ",10200.0
Lactarius badiosanguineus,Lactarius,badiosanguineus,"Aproximadamente 17.600 resultados (0,38 segundos) ",17600.0
Lactarius blennius,Lactarius,blennius,"Aproximadamente 29.500 resultados (0,31 segundos) ",29500.0
Lactarius blumii,Lactarius,blumii,"Aproximadamente 41.700 resultados (0,32 segundos) ",41700.0
Lactarius britannicus,Lactarius,britannicus,"Aproximadamente 5.340 resultados (0,34 segundos) ",5340.0
Lactarius camphoratus,Lactarius,camphoratus,"Aproximadamente 70.400 resultados (0,36 segundos) ",70400.0
Lactarius chrysorrheus,Lactarius,chrysorrheus,"Aproximadamente 31.100 resultados (0,37 segundos) ",31100.0
Lactarius circellatus,Lactarius,circellatus,"Aproximadamente 13.400 resultados (0,37 segundos) ",13400.0
Lactarius cistophilus,Lactarius,cistophilus,"Aproximadamente 12.700 resultados (0,46 segundos) ",12700.0
Lactarius citriolens,Lactarius,citriolens,"Aproximadamente 12.700 resultados (0,46 segundos) ",12700.0
Lactarius controversus,Lactarius,controversus,"Aproximadamente 22.500 resultados (0,35 segundos) ",22500.0
Lactarius curtus,Lactarius,curtus,"Aproximadamente 63.700 resultados (0,38 segundos) ",63700.0
Lactarius decipiens,Lactarius,decipiens,"Aproximadamente 67.900 resultados (0,33 segundos) ",67900.0
Lactarius deliciosus,Lactarius,deliciosus,"Aproximadamente 210.000 resultados (0,56 segundos) ",210000.0
Lactarius deterrimus,Lactarius,deterrimus,"Aproximadamente 56.600 resultados (0,36 segundos) ",56600.0
Lactarius evosmus,Lactarius,evosmus,"Aproximadamente 17.300 resultados (0,40 segundos) ",17300.0
Lactarius fluens,Lactarius,fluens,"Aproximadamente 15.000 resultados (0,34 segundos) ",15000.0
Lactarius fuliginosus,Lactarius,fuliginosus,"Aproximadamente 41.500 resultados (0,38 segundos) ",41500.0
Lactarius fulvissimus,Lactarius,fulvissimus,"Aproximadamente 12.400 resultados (0,37 segundos) ",12400.0
Lactarius fumosus,Lactarius,fumosus,"Aproximadamente 59.400 resultados (0,51 segundos) ",59400.0
Lactarius glyciosmus,Lactarius,glyciosmus,"Aproximadamente 33.300 resultados (0,42 segundos) ",33300.0
Lactarius helvus,Lactarius,helvus,"Aproximadamente 32.800 resultados (0,41 segundos) ",32800.0
Lactarius hemicyaneus,Lactarius,hemicyaneus,"Aproximadamente 1.900 resultados (0,35 segundos) ",1900.0
Lactarius hepaticus,Lactarius,hepaticus,"Aproximadamente 20.500 resultados (0,38 segundos) ",20500.0
Lactarius indigo,Lactarius,indigo,"Aproximadamente 78.300 resultados (0,33 segundos) ",78300.0
Lactarius intermedius,Lactarius,intermedius,"Aproximadamente 88.200 resultados (0,38 segundos) ",88200.0
Lactarius lacunarum,Lactarius,lacunarum,"Aproximadamente 7.130 resultados (0,31 segundos) ",7130.0
Lactarius lilacinus,Lactarius,lilacinus,"Aproximadamente 16.500 resultados (0,31 segundos) ",16500.0
Lactarius luridus,Lactarius,luridus,"Aproximadamente 76.200 resultados (0,39 segundos) ",76200.0
Lactarius mitissimus,Lactarius,mitissimus,"Aproximadamente 14.800 resultados (0,40 segundos) ",14800.0
Lactarius musteus,Lactarius,musteus,"Aproximadamente 17.500 resultados (0,34 segundos) ",17500.0
Lactarius necator,Lactarius,necator,"Aproximadamente 60.900 resultados (0,37 segundos) ",60900.0
Lactarius pallidus,Lactarius,pallidus,"Aproximadamente 103.000 resultados (0,37 segundos) ",103000.0
Lactarius pergamenus,Lactarius,pergamenus,"Aproximadamente 12.300 resultados (0,36 segundos) ",12300.0
Lactarius piperatus,Lactarius,piperatus,"Aproximadamente 76.300 resultados (0,35 segundos) ",76300.0
Lactarius pterosporus,Lactarius,pterosporus,"Aproximadamente 31.200 resultados (0,37 segundos) ",31200.0
Lactarius pubescens,Lactarius,pubescens,"Aproximadamente 146.000 resultados (0,45 segundos) ",146000.0
Lactarius pyrogalus,Lactarius,pyrogalus,"Aproximadamente 24.000 resultados (0,39 segundos) ",24000.0
Lactarius quieticolor,Lactarius,quieticolor,"Aproximadamente 18.000 resultados (0,38 segundos) ",18000.0
Lactarius quietus,Lactarius,quietus,"Aproximadamente 35.900 resultados (0,41 segundos) ",35900.0
Lactarius repraesentaneus,Lactarius,repraesentaneus,"Aproximadamente 27.100 resultados (0,44 segundos) ",27100.0
Lactarius resimus,Lactarius,resimus,"Aproximadamente 22.300 resultados (0,34 segundos) ",22300.0
Lactarius rufus,Lactarius,rufus,"Aproximadamente 70.800 resultados (0,32 segundos) ",70800.0
Lactarius rugatus,Lactarius,rugatus,"Aproximadamente 7.620 resultados (0,30 segundos) ",7620.0
Lactarius salmonicolor,Lactarius,salmonicolor,"Aproximadamente 73.100 resultados (0,34 segundos) ",73100.0
Lactarius sanguifluus,Lactarius,sanguifluus,"Aproximadamente 41.100 resultados (0,40 segundos) ",41100.0
Lactarius scrobiculatus,Lactarius,scrobiculatus,"Aproximadamente 28.800 resultados (0,58 segundos) ",28800.0
Lactarius semisanguifluus,Lactarius,semisanguifluus,"Aproximadamente 20.500 resultados (0,50 segundos) ",20500.0
Lactarius serifluus,Lactarius,serifluus,"Aproximadamente 20.900 resultados (0,39 segundos) ",20900.0
Lactarius sphagneti,Lactarius,sphagneti,"Aproximadamente 9.050 resultados (0,44 segundos) ",9050.0
Lactarius spinosulus,Lactarius,spinosulus,"Aproximadamente 18.800 resultados (0,36 segundos) ",18800.0
Lactarius subdulcis,Lactarius,subdulcis,"Aproximadamente 25.100 resultados (0,33 segundos) ",25100.0
Lactarius subsericatus,Lactarius,subsericatus,"Aproximadamente 8.480 resultados (0,29 segundos) ",8480.0
Lactarius subumbonatus,Lactarius,subumbonatus,"Aproximadamente 9.000 resultados (0,38 segundos) ",9000.0
Lactarius tabidus,Lactarius,tabidus,"Aproximadamente 27.000 resultados (0,36 segundos) ",27000.0
Lactarius tesquorum,Lactarius,tesquorum,"Aproximadamente 7.580 resultados (0,43 segundos) ",7580.0
Lactarius torminosus,Lactarius,torminosus,"Aproximadamente 89.900 resultados (0,34 segundos) ",89900.0
Lactarius trivialis,Lactarius,trivialis,"Aproximadamente 77.900 resultados (0,37 segundos) ",77900.0
Lactarius turpis,Lactarius,turpis,"Aproximadamente 32.000 resultados (0,40 segundos) ",32000.0
Lactarius uvidus,Lactarius,uvidus,"Aproximadamente 31.700 resultados (0,38 segundos) ",31700.0
Lactarius vellereus,Lactarius,vellereus,"Aproximadamente 49.400 resultados (0,35 segundos) ",49400.0
Lactarius vinosus,Lactarius,vinosus,"Aproximadamente 59.900 resultados (0,35 segundos) ",59900.0
Lactarius violascens,Lactarius,violascens,"Aproximadamente 68.200 resultados (0,68 segundos) ",68200.0
Lactarius volemus,Lactarius,volemus,"Aproximadamente 49.800 resultados (0,35 segundos) ",49800.0
Lactarius zonarius,Lactarius,zonarius,"Aproximadamente 19.400 resultados (0,33 segundos) ",19400.0
Lactarius zugazae,Lactarius,zugazae,"Aproximadamente 2.860 resultados (0,33 segundos) ",2860.0
Laetiporus sulphureus,Laetiporus,sulphureus,"Aproximadamente 230.000 resultados (0,44 segundos) ",230000.0
Langermannia gigantea,Langermannia,gigantea,"Aproximadamente 129.000 resultados (0,35 segundos) ",129000.0
Lanmaoa fragrans,Lanmaoa,fragrans,"Aproximadamente 43.300 resultados (0,41 segundos) ",43300.0
Laurobasidium lauri,Laurobasidium,lauri,"Aproximadamente 4.090 resultados (0,47 segundos) ",4090.0
Leccinellum crocipodium,Leccinellum,crocipodium,"Aproximadamente 9.680 resultados (0,51 segundos) ",9680.0
Leccinellum lepidum,Leccinellum,lepidum,"Aproximadamente 6.850 resultados (0,41 segundos) ",6850.0
Leccinum aurantiacum,Leccinum,aurantiacum,"Aproximadamente 102.000 resultados (0,34 segundos) ",102000.0
Leccinum carpini,Leccinum,carpini,"Aproximadamente 22.800 resultados (0,48 segundos) ",22800.0
Leccinum corsicum,Leccinum,corsicum,"Aproximadamente 5.770 resultados (0,35 segundos) ",5770.0
Leccinum crocipodium,Leccinum,crocipodium,"Aproximadamente 11.000 resultados (0,32 segundos) ",11000.0
Leccinum diurusculum,Leccinum,diurusculum,"Aproximadamente 1.110 resultados (0,41 segundos) ",1110.0
Leccinum holopus,Leccinum,holopus,"Aproximadamente 46.600 resultados (0,39 segundos) ",46600.0
Leccinum lepidum,Leccinum,lepidum,"Aproximadamente 12.000 resultados (0,41 segundos) ",12000.0
Leccinum molle,Leccinum,molle,"Aproximadamente 12.800 resultados (0,33 segundos) ",12800.0
Leccinum quercinum,Leccinum,quercinum,"Aproximadamente 48.900 resultados (0,44 segundos) ",48900.0
Leccinum roseofractum,Leccinum,roseofractum,"Aproximadamente 133.000 resultados (0,33 segundos) ",133000.0
Leccinum rotundifoliae,Leccinum,rotundifoliae,"Aproximadamente 5.300 resultados (0,41 segundos) ",5300.0
Leccinum scabrum,Leccinum,scabrum,"Aproximadamente 138.000 resultados (0,35 segundos) ",138000.0
Leccinum variicolor,Leccinum,variicolor,"Aproximadamente 32.100 resultados (0,40 segundos) ",32100.0
Leccinum versipelle,Leccinum,versipelle,"Aproximadamente 59.700 resultados (0,35 segundos) ",59700.0
Leccinum versipellis,Leccinum,versipellis,"Aproximadamente 8.310 resultados (0,37 segundos) ",8310.0
Leccinum vulpinum,Leccinum,vulpinum,"Aproximadamente 31.100 resultados (0,41 segundos) ",31100.0
Lentinellus cochleatus,Lentinellus,cochleatus,"Aproximadamente 30.900 resultados (0,39 segundos) ",30900.0
Lentinellus micheneri,Lentinellus,micheneri,"Aproximadamente 10.600 resultados (0,38 segundos) ",10600.0
Lentinellus ursinus,Lentinellus,ursinus,"Aproximadamente 92.500 resultados (0,37 segundos) ",92500.0
Lentinellus vulpinus,Lentinellus,vulpinus,"Aproximadamente 53.200 resultados (0,36 segundos) ",53200.0
Lentinula edodes,Lentinula,edodes,"Aproximadamente 413.000 resultados (0,75 segundos) ",413000.0
Lentinus edodes,Lentinus,edodes,"Aproximadamente 316.000 resultados (0,40 segundos) ",316000.0
Lentinus lepideus,Lentinus,lepideus,"Aproximadamente 81.100 resultados (0,37 segundos) ",81100.0
Lentinus strigosus,Lentinus,strigosus,"Aproximadamente 22.300 resultados (0,38 segundos) ",22300.0
Lentinus tigrinus,Lentinus,tigrinus,"Aproximadamente 86.700 resultados (0,35 segundos) ",86700.0
Lentinus torulosus,Lentinus,torulosus,"Aproximadamente 11.600 resultados (0,39 segundos) ",11600.0
Lenzites betulina,Lenzites,betulina,"Aproximadamente 42.000 resultados (0,53 segundos) ",42000.0
Lenzites warneri,Lenzites,warneri,"Aproximadamente 7.440 resultados (0,42 segundos) ",7440.0
Leocarpus fragilis,Leocarpus,fragilis,"Aproximadamente 73.600 resultados (0,37 segundos) ",73600.0
Leotia atrovirens,Leotia,atrovirens,"Aproximadamente 60.400 resultados (0,40 segundos) ",60400.0
Leotia lubrica,Leotia,lubrica,"Aproximadamente 81.000 resultados (0,37 segundos) ",81000.0
Lepiota alba,Lepiota,alba,"Aproximadamente 324.000 resultados (0,38 segundos) ",324000.0
Lepiota aspera,Lepiota,aspera,"Aproximadamente 98.300 resultados (0,36 segundos) ",98300.0
Lepiota brunneoincarnata,Lepiota,brunneoincarnata,"Aproximadamente 55.300 resultados (0,38 segundos) ",55300.0
Lepiota castanea,Lepiota,castanea,"Aproximadamente 40.700 resultados (0,53 segundos) ",40700.0
Lepiota clypeolearia,Lepiota,clypeolearia,"Aproximadamente 1.490 resultados (0,40 segundos) ",1490.0
Lepiota cristata,Lepiota,cristata,"Aproximadamente 84.400 resultados (0,61 segundos) ",84400.0
Lepiota echinacea,Lepiota,echinacea,"Aproximadamente 143.000 resultados (0,59 segundos) ",143000.0
Lepiota erminea,Lepiota,erminea,"Aproximadamente 17.600 resultados (0,42 segundos) ",17600.0
Lepiota forguignonii,Lepiota,forguignonii,"10 resultados (0,33 segundos) ",0.0
Lepiota fulvella,Lepiota,fulvella,"Aproximadamente 5.120 resultados (0,35 segundos) ",5120.0
Lepiota helveola,Lepiota,helveola,"Aproximadamente 57.400 resultados (0,63 segundos) ",57400.0
Lepiota ignicolor,Lepiota,ignicolor,"Aproximadamente 16.700 resultados (0,42 segundos) ",16700.0
Lepiota ignivolvata,Lepiota,ignivolvata,"Aproximadamente 14.300 resultados (0,45 segundos) ",14300.0
Lepiota josserandii,Lepiota,josserandii,"Aproximadamente 25.700 resultados (0,38 segundos) ",25700.0
Lepiota kuehneriana,Lepiota,kuehneriana,"Aproximadamente 8.960 resultados (0,35 segundos) ",8960.0
Lepiota lilacea,Lepiota,lilacea,"Aproximadamente 22.100 resultados (0,38 segundos) ",22100.0
Lepiota ochraceodisca,Lepiota,ochraceodisca,"Aproximadamente 8.640 resultados (0,43 segundos) ",8640.0
Lepiota oreadiformis,Lepiota,oreadiformis,"Aproximadamente 9.890 resultados (0,38 segundos) ",9890.0
Lepiota pseudohelveola,Lepiota,pseudohelveola,"Aproximadamente 6.160 resultados (0,39 segundos) ",6160.0
Lepiota setulosa,Lepiota,setulosa,"Aproximadamente 44.800 resultados (0,39 segundos) ",44800.0
Lepiota sp,Lepiota,sp,"Aproximadamente 268.000 resultados (0,48 segundos) ",268000.0
Lepiota ventriosospora,Lepiota,ventriosospora,"Aproximadamente 9.250 resultados (0,37 segundos) ",9250.0
Lepiota xanthophylla,Lepiota,xanthophylla,"Aproximadamente 6.130 resultados (0,39 segundos) ",6130.0
Lepista flaccida,Lepista,flaccida,"Aproximadamente 42.300 resultados (0,40 segundos) ",42300.0
Lepista glaucocana,Lepista,glaucocana,"Aproximadamente 79.600 resultados (0,62 segundos) ",79600.0
Lepista inversa,Lepista,inversa,"Aproximadamente 52.000 resultados (0,40 segundos) ",52000.0
Lepista irina,Lepista,irina,"Aproximadamente 20.200 resultados (0,30 segundos) ",20200.0
Lepista luscina,Lepista,luscina,"Aproximadamente 13.300 resultados (0,38 segundos) ",13300.0
Lepista nebularis,Lepista,nebularis,"Aproximadamente 90.500 resultados (0,38 segundos) ",90500.0
Lepista nuda,Lepista,nuda,"Aproximadamente 162.000 resultados (0,65 segundos) ",162000.0
